Gilt Purchase Auction Data,,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Operation date,Settlement date,ISIN,"Bond
",Total offers received (proceeds £mn),Total allocation (proceeds £mn),Total allocation (nominal £mn),Allocation of which non-competitive (nominal £mn),Weighted Average Accepted Yield (%),Weighted Average Accepted Price,Highest accepted price,Allocated at highest price (%),Lowest accepted price,"Tail (a)
",,
17/06/2009,18/06/2009,GB0031829509,UKT_5_070914,2658.1,1852.2,1647.1,-,2.714,111.051,111.088,94.84,110.989,0.04,,
17/06/2009,18/06/2009,GB0033280339,UKT_4.75_070915,1289.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
17/06/2009,18/06/2009,GB0008881541,UKT_8_071215,355.7,294.1,225.0,-,2.813,130.489,130.489,100.00,130.489,0.00,,
17/06/2009,18/06/2009,GB00B0V3WX43,UKT_4_070916,1023.7,128.0,120.0,25.00,3.134,105.553,105.570,100.00,105.540,0.02,,
17/06/2009,18/06/2009,GB0008931148,UKT_8.75_250817,471.4,319.1,225.0,-,3.271,139.072,139.120,100.00,139.050,0.05,,
17/06/2009,18/06/2009,GB00B1VWPC84,UKT_5_070318,684.4,383.2,340.0,-,3.484,111.311,111.330,100.00,111.290,0.02,,
17/06/2009,18/06/2009,GB00B39R3F84,UKT_4.5_070319,3034.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
22/06/2009,23/06/2009,GB00B058DQ55,UKT_4.75_070320,1105.6,223.1,203.0,-,3.776,108.504,108.550,100.00,108.390,0.05,,
22/06/2009,23/06/2009,GB0009997999,UKT_8_070621,2299.7,2140.1,1505.0,-,3.649,141.850,141.900,100.00,141.850,0.05,,
22/06/2009,23/06/2009,GB0030880693,UKT_5_070325,592.9,16.5,15.0,-,4.269,108.300,108.300,100.00,108.300,0.00,,
22/06/2009,23/06/2009,GB00B16NNR78,UKT_4.25_071227,280.2,189.1,191.2,-,4.351,98.721,98.860,88.57,98.570,0.14,,
22/06/2009,23/06/2009,GB0002404191,UKT_6_071228,160.4,86.8,71.0,-,4.318,121.992,122.100,100.00,121.950,0.11,,
22/06/2009,23/06/2009,GB00B24FF097,UKT_4.75_071230,605.0,170.5,163.0,-,4.430,104.401,104.490,100.00,104.250,0.09,,
22/06/2009,23/06/2009,GB0004893086,UKT_4.25_070632,896.8,673.9,688.0,-,4.406,97.766,97.880,100.00,97.549,0.11,,
24/06/2009,25/06/2009,GB0031829509,UKT_5_070914,2177.6,1521.3,1342.0,-,2.549,111.866,111.923,100.00,111.850,0.06,,
24/06/2009,25/06/2009,GB0033280339,UKT_4.75_070915,2266.8,174.9,155.0,-,2.732,111.439,111.448,100.00,111.400,0.01,,
24/06/2009,25/06/2009,GB0008881541,UKT_8_071215,89.6,43.5,33.0,-,2.675,131.353,131.380,100.00,131.300,0.03,,
24/06/2009,25/06/2009,GB00B0V3WX43,UKT_4_070916,711.0,212.5,198.0,-,3.043,106.143,106.160,70.00,106.120,0.02,,
24/06/2009,25/06/2009,GB0008931148,UKT_8.75_250817,237.9,108.9,76.0,-,3.115,140.355,140.370,100.00,140.348,0.01,,
24/06/2009,25/06/2009,GB00B1VWPC84,UKT_5_070318,1023.2,938.8,825.0,-,3.357,112.304,112.420,100.00,112.270,0.12,,
24/06/2009,25/06/2009,GB00B39R3F84,UKT_4.5_070319,1421.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
29/06/2009,30/06/2009,GB00B058DQ55,UKT_4.75_070320,2025.2,1508.0,1352.6,-,3.612,110.008,110.350,47.30,109.900,0.34,,
29/06/2009,30/06/2009,GB0030880693,UKT_5_070325,204.8,204.8,184.0,-,4.148,109.749,109.960,100.00,109.550,0.21,,
29/06/2009,30/06/2009,GB00B16NNR78,UKT_4.25_071227,686.5,650.1,647.0,-,4.233,100.209,100.490,100.00,99.949,0.28,,
29/06/2009,30/06/2009,GB0002404191,UKT_6_071228,136.5,136.5,110.0,-,4.200,123.753,123.960,100.00,123.703,0.21,,
29/06/2009,30/06/2009,GB00B24FF097,UKT_4.75_071230,565.6,458.4,431.0,-,4.313,106.069,106.420,100.00,105.800,0.35,,
29/06/2009,30/06/2009,GB0004893086,UKT_4.25_070632,652.4,542.0,544.0,-,4.293,99.373,99.740,100.00,99.100,0.37,,
01/07/2009,02/07/2009,GB0033280339,UKT_4.75_070915,1786.3,474.6,426.1,-,2.989,109.868,109.900,24.07,109.820,0.03,,
01/07/2009,02/07/2009,GB0008881541,UKT_8_071215,201.1,45.4,35.0,-,2.982,129.167,129.170,100.00,129.160,0.00,,
01/07/2009,02/07/2009,GB00B0V3WX43,UKT_4_070916,1895.9,122.6,115.0,-,3.166,105.319,105.370,100.00,105.280,0.05,,
01/07/2009,02/07/2009,GB0008931148,UKT_8.75_250817,298.7,76.7,54.0,-,3.256,139.044,139.050,100.00,139.000,0.01,,
01/07/2009,02/07/2009,GB00B1VWPC84,UKT_5_070318,4406.5,2280.6,2000.0,-,3.337,112.440,112.460,100.00,112.420,0.02,,
01/07/2009,02/07/2009,GB00B39R3F84,UKT_4.5_070319,995.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
06/07/2009,07/07/2009,GB00B058DQ55,UKT_4.75_070320,1984.7,1100.5,990.6,-,3.663,109.524,109.760,61.80,109.210,0.24,,
06/07/2009,07/07/2009,GB00B3KJDQ49,UKT_4_070322,1007.5,806.9,793.0,-,3.966,100.336,100.650,100.00,100.049,0.31,,
06/07/2009,07/07/2009,GB0030880693,UKT_5_070325,374.4,374.4,338.0,-,4.199,109.119,109.550,100.00,108.910,0.43,,
06/07/2009,07/07/2009,GB00B16NNR78,UKT_4.25_071227,238.6,184.2,184.0,-,4.268,99.766,100.040,100.00,99.550,0.27,,
06/07/2009,07/07/2009,GB0002404191,UKT_6_071228,173.5,111.4,90.0,-,4.230,123.281,123.390,100.00,123.032,0.11,,
06/07/2009,07/07/2009,GB00B24FF097,UKT_4.75_071230,263.0,99.5,94.0,-,4.353,105.487,105.970,100.00,105.430,0.48,,
06/07/2009,07/07/2009,GB0004893086,UKT_4.25_070632,933.0,822.9,830.0,-,4.333,98.797,99.190,100.00,98.500,0.39,,
08/07/2009,09/07/2009,GB0033280339,UKT_4.75_070915,671.2,447.9,400.0,-,2.900,110.369,110.389,100.00,110.349,0.02,,
08/07/2009,09/07/2009,GB0008881541,UKT_8_071215,469.0,124.9,95.9,-,2.920,129.508,129.550,21.80,129.499,0.04,,
08/07/2009,09/07/2009,GB00B0V3WX43,UKT_4_070916,1576.6,395.9,371.0,-,3.156,105.368,105.410,100.00,105.220,0.04,,
08/07/2009,09/07/2009,GB0008931148,UKT_8.75_250817,334.4,252.0,178.0,74.00,3.326,138.355,138.480,100.00,138.308,0.12,,
08/07/2009,09/07/2009,GB00B1VWPC84,UKT_5_070318,2523.0,1534.3,1345.0,-,3.340,112.391,112.550,100.00,112.319,0.16,,
08/07/2009,09/07/2009,GB00B39R3F84,UKT_4.5_070319,2741.8,249.7,230.0,-,3.626,107.070,107.070,100.00,107.070,0.00,,
13/07/2009,14/07/2009,GB00B3KJDQ49,UKT_4_070322,2161.1,860.4,845.8,-,3.976,100.234,100.440,95.20,99.960,0.21,,
13/07/2009,14/07/2009,GB0030880693,UKT_5_070325,340.9,190.2,171.0,-,4.167,109.500,109.670,100.00,109.320,0.17,,
13/07/2009,14/07/2009,GB00B16NNR78,UKT_4.25_071227,1325.3,708.4,705.0,-,4.246,100.050,100.280,100.00,99.800,0.23,,
13/07/2009,14/07/2009,GB0002404191,UKT_6_071228,658.1,367.5,296.0,-,4.211,123.557,123.805,100.00,123.208,0.25,,
13/07/2009,14/07/2009,GB00B24FF097,UKT_4.75_071230,470.6,123.4,116.0,-,4.323,105.924,106.150,100.00,105.750,0.23,,
15/07/2009,16/07/2009,GB0033280339,UKT_4.75_070915,1908.3,715.8,645.0,-,3.080,109.281,109.430,100.00,109.190,0.15,,
15/07/2009,16/07/2009,GB0008881541,UKT_8_071215,520.5,51.6,40.0,-,3.121,128.078,128.100,100.00,128.050,0.02,,
15/07/2009,16/07/2009,GB0008931148,UKT_8.75_250817,130.9,63.1,45.0,-,3.489,136.881,136.990,100.00,136.840,0.11,,
15/07/2009,16/07/2009,GB00B1VWPC84,UKT_5_070318,1092.2,336.5,298.0,-,3.495,111.141,111.220,100.00,111.060,0.08,,
15/07/2009,16/07/2009,GB00B39R3F84,UKT_4.5_070319,3716.1,1082.8,1008.6,-,3.782,105.751,105.870,28.71,105.640,0.12,,
20/07/2009,21/07/2009,GB00B4YRFP41,UKT_3.75_070919,1570.6,447.1,455.0,-,3.977,98.122,98.179,100.00,98.050,0.06,,
20/07/2009,21/07/2009,GB00B3KJDQ49,UKT_4_070322,1050.6,855.6,849.1,-,4.082,99.194,99.290,58.51,99.060,0.10,,
20/07/2009,21/07/2009,GB0030880693,UKT_5_070325,269.5,61.2,56.0,-,4.338,107.450,107.540,100.00,107.300,0.09,,
20/07/2009,21/07/2009,GB00B16NNR78,UKT_4.25_071227,681.7,238.2,242.0,5.00,4.417,97.913,98.000,100.00,97.780,0.09,,
20/07/2009,21/07/2009,GB0002404191,UKT_6_071228,1240.4,315.1,259.0,5.00,4.384,120.952,121.050,100.00,120.820,0.10,,
20/07/2009,21/07/2009,GB00B24FF097,UKT_4.75_071230,1139.3,328.9,316.0,5.00,4.493,103.506,103.590,100.00,103.280,0.08,,
22/07/2009,23/07/2009,GB0033280339,UKT_4.75_070915,1710.7,994.7,899.0,20.00,3.147,108.866,108.921,100.00,108.790,0.06,,
22/07/2009,23/07/2009,GB0008881541,UKT_8_071215,592.8,418.5,327.0,-,3.274,126.986,127.070,100.00,126.860,0.08,,
22/07/2009,23/07/2009,GB0008931148,UKT_8.75_250817,166.6,37.8,27.0,-,3.546,136.320,136.350,100.00,136.310,0.03,,
22/07/2009,23/07/2009,GB00B1VWPC84,UKT_5_070318,741.2,228.0,203.0,-,3.583,110.432,110.530,100.00,110.350,0.10,,
22/07/2009,23/07/2009,GB00B39R3F84,UKT_4.5_070319,2891.1,572.9,535.7,-,3.842,105.250,105.290,23.41,105.150,0.04,,
27/07/2009,28/07/2009,GB00B4YRFP41,UKT_3.75_070919,1946.1,962.7,990.3,-,4.115,97.011,97.110,42.29,96.910,0.10,,
27/07/2009,28/07/2009,GB0030880693,UKT_5_070325,613.9,290.5,270.0,5.00,4.494,105.632,105.710,100.00,105.530,0.08,,
27/07/2009,28/07/2009,GB00B16NNR78,UKT_4.25_071227,871.8,337.5,350.0,5.00,4.587,95.843,96.010,100.00,95.640,0.17,,
27/07/2009,28/07/2009,GB0002404191,UKT_6_071228,1101.3,152.7,128.0,5.00,4.552,118.497,118.730,100.00,118.300,0.23,,
27/07/2009,28/07/2009,GB00B24FF097,UKT_4.75_071230,225.4,153.6,150.0,5.00,4.621,101.728,101.790,100.00,101.650,0.06,,
27/07/2009,28/07/2009,GB0004893086,UKT_4.25_070632,565.4,104.1,109.0,-,4.610,94.938,95.030,100.00,94.780,0.09,,
29/07/2009,30/07/2009,GB0033280339,UKT_4.75_070915,885.8,450.9,410.0,20.00,3.274,108.106,108.130,100.00,108.010,0.02,,
29/07/2009,30/07/2009,GB0008881541,UKT_8_071215,146.4,114.6,90.0,-,3.394,126.127,126.140,100.00,126.110,0.01,,
29/07/2009,30/07/2009,GB00B0V3WX43,UKT_4_070916,841.9,646.6,620.0,20.00,3.565,102.708,102.800,100.00,102.590,0.09,,
29/07/2009,30/07/2009,GB0008931148,UKT_8.75_250817,68.1,68.1,49.0,-,3.678,135.141,135.190,100.00,135.120,0.05,,
29/07/2009,30/07/2009,GB00B1VWPC84,UKT_5_070318,137.2,47.9,43.0,-,3.709,109.433,109.486,100.00,109.370,0.05,,
29/07/2009,30/07/2009,GB00B39R3F84,UKT_4.5_070319,1687.0,674.7,636.2,-,3.960,104.275,104.320,74.06,104.170,0.05,,
10/08/2009,11/08/2009,GB0030880693,UKT_5_070325,897.5,461.4,413.0,-,4.157,109.594,109.700,100.00,109.390,0.11,,
10/08/2009,11/08/2009,GB0002404191,UKT_6_071228,2139.8,413.9,331.1,-,4.180,123.951,124.140,11.00,123.750,0.19,,
10/08/2009,11/08/2009,GB00B24FF097,UKT_4.75_071230,1180.5,284.1,264.0,-,4.264,106.759,106.850,100.00,106.550,0.09,,
10/08/2009,11/08/2009,GB0004893086,UKT_4.25_070632,1727.6,240.5,239.0,-,4.257,99.886,100.020,100.00,99.680,0.13,,
11/08/2009,12/08/2009,GB00B52WS153,UKT_4.5_070934,360.8,39.5,38.0,-,4.293,103.164,103.200,100.00,103.130,0.04,,
11/08/2009,12/08/2009,GB0032452392,UKT_4.25_070336,301.8,26.4,26.0,-,4.268,99.714,99.720,100.00,99.690,0.01,,
11/08/2009,12/08/2009,GB00B00NY175,UKT_4.75_071238,914.8,198.6,182.0,5.00,4.253,108.279,108.340,100.00,108.210,0.06,,
11/08/2009,12/08/2009,GB00B3KJDS62,UKT_4.25_070939,1062.9,428.8,423.0,-,4.278,99.528,99.610,17.39,99.500,0.08,,
11/08/2009,12/08/2009,GB00B1VWPJ53,UKT_4.5_071242,94.9,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
11/08/2009,12/08/2009,GB00B128DP45,UKT_4.25_071246,167.8,76.1,75.0,-,4.216,100.637,100.700,100.00,100.560,0.06,,
11/08/2009,12/08/2009,GB00B39R3707,UKT_4.25_071249,657.6,235.0,231.0,-,4.200,100.969,101.090,100.00,100.900,0.12,,
11/08/2009,12/08/2009,GB00B06YGN05,UKT_4.25_071255,1645.1,391.0,382.0,-,4.171,101.602,101.620,100.00,101.600,0.02,,
12/08/2009,13/08/2009,GB00B29WRG55,UKT_4.5_070313,857.5,618.6,570.0,-,2.559,106.578,106.619,100.00,106.550,0.04,,
12/08/2009,13/08/2009,GB0008921883,UKT_8_270913,6.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/08/2009,13/08/2009,GB00B3KJDW09,UKT_2.25_070314,1707.7,400.4,409.7,-,2.994,96.844,96.870,20.17,96.800,0.03,,
12/08/2009,13/08/2009,GB0033280339,UKT_4.75_070915,128.2,27.8,25.0,-,3.064,109.270,109.270,100.00,109.270,0.00,,
12/08/2009,13/08/2009,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/08/2009,13/08/2009,GB00B0V3WX43,UKT_4_070916,182.7,15.9,15.0,10.00,3.309,104.320,104.320,100.00,104.320,0.00,,
12/08/2009,13/08/2009,GB0008931148,UKT_8.75_250817,42.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/08/2009,13/08/2009,GB00B1VWPC84,UKT_5_070318,203.4,90.4,80.0,10.00,3.524,110.829,110.830,100.00,110.820,0.00,,
12/08/2009,13/08/2009,GB00B39R3F84,UKT_4.5_070319,1571.3,248.6,231.0,-,3.785,105.690,105.690,100.00,105.690,0.00,,
17/08/2009,18/08/2009,GB0030880693,UKT_5_070325,771.8,244.1,214.0,-,3.973,111.823,111.910,100.00,111.690,0.09,,
17/08/2009,18/08/2009,GB00B16NNR78,UKT_4.25_071227,824.0,363.5,350.0,-,4.015,103.022,103.150,100.00,102.900,0.13,,
17/08/2009,18/08/2009,GB0002404191,UKT_6_071228,486.8,409.8,320.0,-,3.990,126.877,126.990,100.00,126.800,0.11,,
17/08/2009,18/08/2009,GB00B24FF097,UKT_4.75_071230,403.0,295.6,268.0,-,4.087,109.371,109.490,100.00,109.200,0.12,,
17/08/2009,18/08/2009,GB0004893086,UKT_4.25_070632,193.6,87.0,84.0,-,4.068,102.681,102.690,46.84,102.590,0.01,,
18/08/2009,19/08/2009,GB00B52WS153,UKT_4.5_070934,762.8,255.5,240.0,-,4.132,105.707,105.720,100.00,105.640,0.01,,
18/08/2009,19/08/2009,GB0032452392,UKT_4.25_070336,75.9,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
18/08/2009,19/08/2009,GB00B00NY175,UKT_4.75_071238,552.8,74.9,67.2,-,4.129,110.490,110.490,49.78,110.490,0.00,,
18/08/2009,19/08/2009,GB00B3KJDS62,UKT_4.25_070939,477.2,5.2,5.0,-,4.153,101.662,101.662,100.00,101.662,0.00,,
18/08/2009,19/08/2009,GB00B1VWPJ53,UKT_4.5_071242,35.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
18/08/2009,19/08/2009,GB00B128DP45,UKT_4.25_071246,119.7,104.0,100.0,-,4.083,103.170,103.170,100.00,103.170,0.00,,
18/08/2009,19/08/2009,GB00B39R3707,UKT_4.25_071249,568.2,416.7,398.0,-,4.055,103.842,103.900,100.00,103.840,0.06,,
18/08/2009,19/08/2009,GB00B06YGN05,UKT_4.25_071255,941.1,543.6,516.0,-,4.034,104.510,104.510,100.00,104.510,0.00,,
19/08/2009,20/08/2009,GB00B29WRG55,UKT_4.5_070313,994.8,562.9,515.0,-,2.353,107.267,107.290,100.00,107.219,0.02,,
19/08/2009,20/08/2009,GB0008921883,UKT_8_270913,124.9,106.2,85.0,-,2.403,121.740,121.740,100.00,121.740,0.00,,
19/08/2009,20/08/2009,GB00B3KJDW09,UKT_2.25_070314,781.5,187.8,190.0,-,2.744,97.900,97.910,100.00,97.889,0.01,,
19/08/2009,20/08/2009,GB0033280339,UKT_4.75_070915,934.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
19/08/2009,20/08/2009,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
19/08/2009,20/08/2009,GB00B0V3WX43,UKT_4_070916,119.8,5.4,5.0,-,3.052,105.970,105.970,100.00,105.970,0.00,,
19/08/2009,20/08/2009,GB0008931148,UKT_8.75_250817,70.6,29.6,21.4,-,3.259,138.454,138.510,25.88,138.440,0.06,,
19/08/2009,20/08/2009,GB00B1VWPC84,UKT_5_070318,339.1,34.4,30.0,-,3.302,112.553,112.560,100.00,112.549,0.01,,
19/08/2009,20/08/2009,GB00B39R3F84,UKT_4.5_070319,1709.1,473.6,433.0,-,3.584,107.346,107.370,100.00,107.322,0.02,,
24/08/2009,25/08/2009,GB00B4YRFP41,UKT_3.75_070919,2024.3,500.9,499.3,-,3.770,99.834,99.890,5.37,99.798,0.06,,
24/08/2009,25/08/2009,GB0030880693,UKT_5_070325,348.0,75.3,66.0,-,3.976,111.782,111.800,100.00,111.730,0.02,,
24/08/2009,25/08/2009,GB00B16NNR78,UKT_4.25_071227,344.0,80.1,77.0,-,4.009,103.101,103.140,100.00,103.060,0.04,,
24/08/2009,25/08/2009,GB0002404191,UKT_6_071228,1077.0,728.0,567.0,-,3.974,127.099,127.190,100.00,127.090,0.09,,
24/08/2009,25/08/2009,GB00B24FF097,UKT_4.75_071230,124.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
24/08/2009,25/08/2009,GB0004893086,UKT_4.25_070632,196.0,15.5,15.0,-,4.080,102.503,102.530,100.00,102.490,0.03,,
25/08/2009,26/08/2009,GB00B52WS153,UKT_4.5_070934,192.9,85.6,80.0,-,4.106,106.126,106.200,100.00,106.070,0.07,,
25/08/2009,26/08/2009,GB0032452392,UKT_4.25_070336,171.6,109.1,105.0,-,4.131,101.904,101.990,100.00,101.850,0.09,,
25/08/2009,26/08/2009,GB00B00NY175,UKT_4.75_071238,403.2,345.1,310.0,-,4.140,110.287,110.420,100.00,110.190,0.13,,
25/08/2009,26/08/2009,GB00B3KJDS62,UKT_4.25_070939,318.9,222.3,214.9,-,4.167,101.420,101.590,98.00,101.350,0.17,,
25/08/2009,26/08/2009,GB00B1VWPJ53,UKT_4.5_071242,110.8,86.0,80.0,-,4.135,106.557,106.580,100.00,106.550,0.02,,
25/08/2009,26/08/2009,GB00B128DP45,UKT_4.25_071246,192.7,41.5,40.0,-,4.101,102.824,102.900,100.00,102.750,0.08,,
25/08/2009,26/08/2009,GB00B39R3707,UKT_4.25_071249,227.5,89.6,86.0,-,4.087,103.210,103.350,100.00,103.100,0.14,,
25/08/2009,26/08/2009,GB00B06YGN05,UKT_4.25_071255,584.2,420.8,401.0,-,4.057,104.000,104.160,100.00,103.790,0.16,,
26/08/2009,27/08/2009,GB00B29WRG55,UKT_4.5_070313,1734.6,545.1,506.0,-,2.172,107.871,107.940,24.00,107.850,0.07,,
26/08/2009,27/08/2009,GB0008921883,UKT_8_270913,88.1,62.9,50.0,-,2.215,122.469,122.469,100.00,122.469,0.00,,
26/08/2009,27/08/2009,GB00B3KJDW09,UKT_2.25_070314,836.1,266.4,270.0,-,2.550,98.725,98.750,100.00,98.700,0.02,,
26/08/2009,27/08/2009,GB0033280339,UKT_4.75_070915,646.6,289.7,260.0,-,2.661,111.570,111.590,100.00,111.520,0.02,,
26/08/2009,27/08/2009,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
26/08/2009,27/08/2009,GB00B0V3WX43,UKT_4_070916,421.8,122.8,115.0,-,2.912,106.871,106.890,100.00,106.850,0.02,,
26/08/2009,27/08/2009,GB0008931148,UKT_8.75_250817,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
26/08/2009,27/08/2009,GB00B1VWPC84,UKT_5_070318,265.7,113.0,100.0,-,3.228,113.120,113.120,100.00,113.120,0.00,,
26/08/2009,27/08/2009,GB00B39R3F84,UKT_4.5_070319,1319.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
01/09/2009,02/09/2009,GB0030880693,UKT_5_070325,461.2,263.2,233.0,-,3.874,113.044,113.050,100.00,113.000,0.01,,
01/09/2009,02/09/2009,GB00B16NNR78,UKT_4.25_071227,853.7,284.9,270.0,-,3.901,104.523,104.570,100.00,104.480,0.05,,
01/09/2009,02/09/2009,GB0002404191,UKT_6_071228,1148.0,669.2,512.7,-,3.846,129.105,129.140,85.08,129.040,0.04,,
01/09/2009,02/09/2009,GB00B24FF097,UKT_4.75_071230,461.5,150.0,134.0,-,3.991,110.802,110.820,100.00,110.770,0.02,,
01/09/2009,02/09/2009,GB0004893086,UKT_4.25_070632,220.4,32.5,31.0,-,3.989,103.868,103.870,100.00,103.860,0.00,,
02/09/2009,03/09/2009,GB00B52WS153,UKT_4.5_070934,108.8,75.7,71.0,-,4.071,106.694,106.800,100.00,106.620,0.11,,
02/09/2009,03/09/2009,GB0032452392,UKT_4.25_070336,173.7,137.8,135.0,-,4.117,102.132,102.260,100.00,102.050,0.13,,
02/09/2009,03/09/2009,GB00B00NY175,UKT_4.75_071238,910.0,579.4,518.3,-,4.121,110.639,110.800,73.00,110.475,0.16,,
02/09/2009,03/09/2009,GB00B1VWPJ53,UKT_4.5_071242,308.5,200.4,186.0,-,4.129,106.673,106.830,100.00,106.510,0.16,,
02/09/2009,03/09/2009,GB00B128DP45,UKT_4.25_071246,219.7,202.1,195.0,-,4.113,102.604,102.680,100.00,102.500,0.08,,
02/09/2009,03/09/2009,GB00B39R3707,UKT_4.25_071249,284.5,108.8,105.0,-,4.115,102.636,102.790,100.00,102.492,0.15,,
02/09/2009,03/09/2009,GB00B06YGN05,UKT_4.25_071255,317.1,95.7,92.0,-,4.103,103.021,103.190,100.00,102.782,0.17,,
03/09/2009,04/09/2009,GB00B29WRG55,UKT_4.5_070313,775.0,64.5,60.0,-,2.273,107.470,107.480,100.00,107.460,0.01,,
03/09/2009,04/09/2009,GB0008921883,UKT_8_270913,25.1,18.8,15.0,-,2.322,121.890,121.890,100.00,121.890,0.00,,
03/09/2009,04/09/2009,GB00B3KJDW09,UKT_2.25_070314,1056.8,623.0,634.0,-,2.655,98.289,98.317,100.00,98.270,0.03,,
03/09/2009,04/09/2009,GB0033280339,UKT_4.75_070915,410.0,243.8,220.0,10.00,2.781,110.827,110.840,100.00,110.790,0.01,,
03/09/2009,04/09/2009,GB0008881541,UKT_8_071215,26.2,26.2,20.0,-,2.898,129.000,129.000,100.00,129.000,0.00,,
03/09/2009,04/09/2009,GB00B0V3WX43,UKT_4_070916,401.6,222.0,209.0,10.00,3.009,106.220,106.250,100.00,106.150,0.03,,
03/09/2009,04/09/2009,GB0008931148,UKT_8.75_250817,226.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
03/09/2009,04/09/2009,GB00B1VWPC84,UKT_5_070318,287.1,70.4,62.6,-,3.304,112.488,112.560,42.00,112.450,0.07,,
03/09/2009,04/09/2009,GB00B39R3F84,UKT_4.5_070319,1926.9,133.0,124.0,-,3.588,107.294,107.300,100.00,107.290,0.01,,
07/09/2009,08/09/2009,GB0030880693,UKT_5_070325,487.6,144.1,129.0,-,3.982,111.684,111.740,100.00,111.640,0.06,,
07/09/2009,08/09/2009,GB00B16NNR78,UKT_4.25_071227,1212.5,761.7,730.6,-,4.003,103.170,103.270,37.27,103.080,0.10,,
07/09/2009,08/09/2009,GB00B24FF097,UKT_4.75_071230,804.0,369.8,334.0,-,4.076,109.512,109.550,100.00,109.400,0.04,,
07/09/2009,08/09/2009,GB0004893086,UKT_4.25_070632,174.7,86.1,83.0,-,4.066,102.715,102.780,100.00,102.690,0.07,,
07/09/2009,08/09/2009,GB00B52WS153,UKT_4.5_070934,395.7,38.1,36.0,-,4.117,105.942,105.950,100.00,105.900,0.01,,
08/09/2009,09/09/2009,GB0032452392,UKT_4.25_070336,121.5,102.3,101.1,-,4.175,101.202,101.375,5.50,101.080,0.17,,
08/09/2009,09/09/2009,GB00B00NY175,UKT_4.75_071238,1319.2,843.1,759.0,10.00,4.163,109.860,110.062,100.00,109.590,0.20,,
08/09/2009,09/09/2009,GB00B1VWPJ53,UKT_4.5_071242,96.6,37.5,35.0,-,4.164,106.007,106.090,100.00,105.890,0.08,,
08/09/2009,09/09/2009,GB00B128DP45,UKT_4.25_071246,242.9,206.7,201.0,-,4.156,101.766,101.950,100.00,101.540,0.18,,
08/09/2009,09/09/2009,GB00B39R3707,UKT_4.25_071249,102.9,97.7,95.0,-,4.158,101.784,101.890,100.00,101.580,0.11,,
08/09/2009,09/09/2009,GB00B06YGN05,UKT_4.25_071255,149.9,113.6,110.0,-,4.142,102.201,102.350,100.00,101.850,0.15,,
09/09/2009,10/09/2009,GB00B29WRG55,UKT_4.5_070313,1099.4,764.3,712.7,-,2.341,107.199,107.230,97.26,107.150,0.03,,
09/09/2009,10/09/2009,GB0008921883,UKT_8_270913,37.5,18.8,15.0,-,2.397,121.480,121.480,100.00,121.480,0.00,,
09/09/2009,10/09/2009,GB00B3KJDW09,UKT_2.25_070314,627.3,264.4,270.0,-,2.752,97.894,97.900,100.00,97.890,0.01,,
09/09/2009,10/09/2009,GB0033280339,UKT_4.75_070915,732.1,67.2,61.0,10.00,2.887,110.186,110.219,100.00,110.139,0.03,,
09/09/2009,10/09/2009,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
09/09/2009,10/09/2009,GB00B0V3WX43,UKT_4_070916,353.5,52.7,50.0,10.00,3.138,105.375,105.400,100.00,105.349,0.03,,
09/09/2009,10/09/2009,GB0008931148,UKT_8.75_250817,16.5,9.6,7.0,-,3.406,136.970,136.970,100.00,136.970,0.00,,
09/09/2009,10/09/2009,GB00B1VWPC84,UKT_5_070318,195.0,11.1,10.0,-,3.462,111.230,111.230,100.00,111.230,0.00,,
09/09/2009,10/09/2009,GB00B39R3F84,UKT_4.5_070319,2265.2,213.3,201.0,-,3.732,106.090,106.090,100.00,106.090,0.00,,
14/09/2009,15/09/2009,GB0030880693,UKT_5_070325,1209.5,617.8,551.0,-,3.955,112.007,112.100,100.00,111.870,0.09,,
